freq[Hz];db:Mem2[Trc1]_S21;db:Mem3[Trc1]_S21;db:Mem4[Trc1]_S21;db:Mem5[Trc1]_S21;db:Mem6[Trc1]_S21;db:Mem7[Trc1]_S21;db:Mem8[Trc1]_S21;db:Mem9[Trc1]_S21;db:Mem10[Trc1]_S21;db:Mem11[Trc1]_S21;db:Mem12[Trc1]_S21;db:Mem13[Trc1]_S21;db:Mem14[Trc1]_S21;db:Mem15[Trc1]_S21;db:Mem16[Trc1]_S21;db:Mem17[Trc1]_S21;db:Mem18[Trc1]_S21;db:Mem19[Trc1]_S21;db:Mem20[Trc1]_S21;db:Mem21[Trc1]_S21;db:Mem22[Trc1]_S21;db:Mem23[Trc1]_S21;db:Mem24[Trc1]_S21;db:Mem25[Trc1]_S21;db:Mem26[Trc1]_S21;db:Mem27[Trc1]_S21;db:Mem28[Trc1]_S21;db:Mem29[Trc1]_S21;db:Mem30[Trc1]_S21;db:Mem31[Trc1]_S21;db:Mem32[Trc1]_S21;db:Mem33[Trc1]_S21;db:Mem34[Trc1]_S21;db:Mem35[Trc1]_S21;db:Mem36[Trc1]_S21;db:Mem37[Trc1]_S21;max [dB]
158000000,0;-15,40921858194019;-15,27423809801066;-14,74182732423491;-13,3240380772989;-12,37935086910174;-11,04178876827921;-10,20084704179011;-9,569882255651883;-9,298126701492503;-9,194422409441897;-9,498630858257552;-9,926099900405175;-10,60035481784324;-11,30079818024766;-12,05263672642455;-12,47180821999839;-12,90934273532811;-13,57896177696052;-14,01503327314111;-14,65045571548098;-14,2205020712167;-14,93812563518901;-15,92212852636923;-16,46240883309552;-17,57572882027706;-17,93071226156122;-17,82208683624043;-18,32780125133434;-18,39107578426734;-18,94271998313945;-19,10482782229294;-19,67334293288674;-19,77510361820335;-20,2967422818076;-20,08801848896944;-20,47920996532358;-9,194422409441897
160000000,0;-15,98071018283363;-15,7334519567728;-15,3186828668575;-13,8589561410924;-12,96686913418876;-11,65212084961663;-10,8088357571947;-10,22236542597518;-10,06118942130602;-10,07072769398996;-10,36894971247144;-10,88542956403594;-11,70528620727656;-12,3893444179545;-13,19630969447695;-13,57970837403914;-13,99227295335762;-14,59543236506094;-14,99201913039561;-15,61585480213506;-15,18118537362802;-15,66197080143469;-16,56019547060809;-17,13699841917758;-18,08624147204019;-18,33312892404529;-18,16708818029806;-18,58563029268181;-18,86551391772466;-19,23151034136522;-19,5117929489831;-19,92747925152193;-20,35830352670309;-20,69604796846082;-20,90901315669079;-21,08597955973386;-10,06118942130602
162000000,0;-16,60229888857665;-16,32489082903876;-15,90109423574589;-14,45586581762375;-13,53061864597282;-12,19862610701143;-11,40776670908271;-10,94236899282341;-10,8158238366937;-10,88093135657047;-11,25352275585295;-11,84184878754282;-12,6699589761331;-13,46199249846851;-14,2558061276936;-14,60952816112935;-15,12645723466694;-15,65063397743775;-16,06593724563738;-16,55851210362706;-16,18913762631766;-16,79281840168336;-17,51937535688636;-17,97729403909446;-18,81891685134332;-18,90506838243149;-18,94655955498899;-19,18197973484351;-19,27198033098534;-19,61016846756423;-19,94996065460601;-20,13593246720931;-20,48017455731039;-20,79232760771285;-20,84659329385523;-20,8426222608788;-10,8158238366937
164000000,0;-16,74278191211946;-16,41162945882263;-16,13895621374031;-14,81136052411892;-13,91225762894492;-12,66150560830817;-11,89693852669913;-11,48197159660552;-11,50607380117759;-11,67857565937268;-11,95572533084852;-12,80899502483982;-13,63427057220804;-14,40080177408308;-15,07372314907771;-15,40233973182821;-15,8720475467571;-16,28852804208689;-16,54964470734997;-16,92637296576585;-16,7733702204702;-17,01829274965613;-17,79404716233355;-18,07856634138567;-18,86772585195786;-18,99514847879713;-19,0957434907392;-19,42052676531055;-19,63109464367644;-20,0706159610582;-20,43105537655219;-20,8998999623152;-20,94520962488586;-21,21708526242458;-21,54658307893728;-21,6168899278893;-11,48197159660552
166000000,0;-17,21139739773513;-17,04874537781441;-16,74734421214684;-15,43132485215795;-14,5786062251178;-13,276291205572;-12,56014610279903;-12,15201528149849;-12,32135796423042;-12,37381093860721;-12,8048028817943;-13,7083541858293;-14,65431261318458;-15,38133045580457;-15,98968944509105;-16,27899381389739;-16,80718664764371;-16,94691241888584;-17,37145156245774;-17,58300173784536;-17,19977297596232;-17,4790514530063;-18,15305361911953;-18,2994522113261;-18,92598927833948;-19,15764792008455;-19,13963243197458;-19,554962808999;-19,6772801066608;-19,8635490391358;-20,20635318407525;-20,63911443551107;-20,83229149075027;-21,06493991275278;-21,25399925574101;-21,32417924812223;-12,15201528149849
168000000,0;-17,82452486352795;-17,82508003941729;-17,29325720176614;-16,13178518510856;-15,19666324198026;-13,9469851659309;-13,2118226080093;-12,89842441570186;-13,08237102986105;-13,20443036161512;-13,7272401938734;-14,6686438157425;-15,46994358599235;-16,22030859756883;-16,7435817993958;-17,00479187725245;-17,34305552615592;-17,55664957776798;-17,65915530243371;-17,92749798739015;-17,7438759286861;-17,89556318646275;-18,56399031981231;-18,79461516420719;-19,32669365114666;-19,59117741712899;-19,79851899102486;-19,99192259609413;-20,17479084986917;-20,50549348156455;-20,77535503379392;-21,04330453801526;-21,10733335026491;-21,24761604479466;-21,33585367042358;-21,35089482708608;-12,89842441570186
170000000,0;-18,28766120701253;-18,41434209383293;-18,14880805650455;-16,86381075960089;-15,80999584610746;-14,63726138502464;-13,88771816394921;-13,69252974567577;-13,78248833801045;-13,96090926350766;-14,67059153434099;-15,62402642507929;-16,22588093098738;-17,14045834353418;-17,32146909584568;-17,62698691461398;-17,85200372778296;-17,60912441309305;-17,99250099816263;-18,20547743576822;-17,90861778069748;-18,13740031845531;-18,62809270041763;-18,84856217420832;-19,36320426154979;-19,58050364619775;-19,75711160324937;-20,18323079402087;-20,50447413539261;-20,84717168633478;-21,09569180523386;-21,04520196379933;-21,43450762551312;-21,70157127668027;-21,77379158073352;-21,37679456533932;-13,69252974567577
172000000,0;-19,0925185857503;-19,2087827786298;-18,80168393911849;-17,48159126813607;-16,22814341421001;-14,966838487059;-14,44795518958857;-14,14896938885867;-14,35400461710256;-14,61964586253423;-15,37453719180159;-16,34737203254964;-17,06718123594683;-17,52056325743714;-17,90160753447684;-18,18163370013036;-18,16756086504581;-18,08830030726425;-18,23623332564851;-18,41328864344723;-18,31007605838514;-18,49862543581046;-18,90302248224173;-19,04473607583184;-19,55764982761651;-19,63890199061156;-19,78230020905308;-20,17978300160512;-20,45029116500507;-20,74894744196607;-20,92555561481414;-21,03811189208395;-21,55059027182207;-21,65354346080191;-21,64156746080849;-21,70002967256902;-14,14896938885867
174000000,0;-20,07756642382987;-20,20649331298036;-19,25607490794706;-18,02171720787599;-16,80246446760505;-15,65161716497208;-15,0814991746021;-14,70935323896127;-14,97401691943923;-15,35442487018356;-16,07905198551603;-16,98242857394384;-17,56441463816496;-17,96933125674484;-18,3408889509255;-18,60451003252992;-18,35265925898908;-18,20828528468878;-18,53855050766127;-19,12150753034432;-18,83771044203099;-19,1370659157064;-19,35190051123114;-19,38626153226435;-20,06629965687512;-20,05510525616909;-20,10209655345843;-20,45597661650108;-20,5852678270685;-20,89995688065641;-21,13030016736777;-21,26942576881198;-21,59651584371083;-21,6125706727882;-21,61192225805167;-21,71751083157154;-14,70935323896127
176000000,0;-20,8049868092015;-20,95188254539222;-19,76867447653222;-18,61099404996573;-17,10234670434831;-15,97843268846088;-15,54192902962656;-15,33940536100572;-15,60550062591157;-16,20323534869201;-17,04906944817963;-17,71455018479465;-18,18496069286048;-18,71791168137399;-18,77349591054349;-18,73823920887268;-18,78660207364832;-18,5805472038208;-18,80285724378286;-19,08488895841396;-19,45734703947724;-19,35989917024013;-19,45161969963593;-19,56787445304239;-19,97290731553329;-19,96710884311752;-20,41275145880426;-20,4996127845889;-21,00159551304843;-21,11085588886746;-21,23319105973296;-21,66912425714926;-21,57308161791698;-21,76496198925635;-22,09879953762361;-22,40412789267758;-15,33940536100572
178000000,0;-21,61185622877368;-21,80706597231723;-20,41466588561706;-19,01364408960726;-17,47427878727357;-16,48820888909347;-16,04669571745669;-15,94875119616304;-16,18402087312657;-16,8961077143455;-17,66809334804036;-18,42027718566646;-18,70782914997584;-19,09192581373678;-18,99949200132053;-18,98998441314635;-18,83346413479567;-18,81445422986385;-18,97770152024492;-19,38195093408805;-19,50682771001715;-19,75960172151063;-19,99233066324645;-19,94879269868957;-20,40730039353512;-20,40874224694964;-20,57377177690715;-20,8007738946357;-21,11192110027376;-21,12492421806261;-21,37936545133734;-21,55794209461217;-21,71278047413701;-21,98451790842614;-22,08560785186451;-22,08088071291572;-15,94875119616304
180000000,0;-22,32193359048502;-22,54994244745086;-20,64083867430154;-19,41465395135034;-17,77765275625536;-16,88953902064518;-16,50784973133303;-16,44940001926543;-16,7845198937034;-17,52445176543762;-18,28667278768206;-18,88662443731769;-19,10961430399841;-19,30890283354372;-19,25382799862641;-19,04235687477114;-18,99485571918527;-18,94939083328763;-19,13578724889064;-19,60705830022944;-19,8125715188535;-20,26231853402197;-20,27235682915827;-20,4462081698042;-20,65746341979617;-20,54401447104281;-20,86996559337691;-21,17628393569322;-21,46571909881743;-21,75936501841243;-21,76769448732176;-21,92631958305656;-21,83805906940955;-22,3796825247607;-22,50566117925483;-22,31215977553748;-16,44940001926543
182000000,0;-23,28692558914589;-23,23031771522556;-21,06559387015615;-19,69120681769122;-18,06341165539625;-17,2288557556723;-16,90263180384369;-16,8441971885358;-17,54604150692166;-18,29819917440144;-18,9909945461984;-19,10895740112713;-19,66460587775654;-19,7354270181804;-19,43007367478791;-19,13122960594265;-19,19413396461334;-19,20257803918273;-19,3170667732307;-19,72533780733258;-20,16679626895293;-20,47729929214085;-20,64839132150319;-20,46356162977666;-20,22626797295193;-20,50936981845816;-20,57292957197312;-20,95698801285056;-21,42742913442329;-21,32119671242954;-21,97705924532843;-21,71223132354962;-22,08373139304253;-22,20795447896477;-22,43603766303119;-22,77314922644432;-16,8441971885358
184000000,0;-24,17673481229034;-23,73386695216977;-21,41273191831307;-19,81164248268443;-18,16128155365342;-17,47489061654535;-17,20767864130704;-17,41753812107119;-17,8251767848485;-18,66729147878517;-19,3830708161628;-19,76889063170901;-19,75702462501305;-19,7473243522276;-19,28333479254852;-19,20984205957227;-19,08422619047149;-19,1944748156717;-19,42430842109243;-19,71684585745644;-20,22562601267693;-20,58122462041294;-20,47839836305132;-20,72680602027659;-20,72764728189955;-20,68480677681407;-20,87204714376129;-21,11574471709236;-21,82797166517957;-21,61689133981497;-21,79863594130478;-22,24847225306195;-22,25276507064977;-22,57893495506707;-22,54082816820364;-22,96777071053717;-17,20767864130704
186000000,0;-24,70100928122393;-23,95722052259512;-21,62187661763316;-19,91377594443428;-18,27562381527814;-17,70624615518638;-17,55901188004263;-17,73585593106477;-18,25500471567704;-19,15898051062685;-19,68162065478161;-19,86630515112476;-19,86362341715935;-19,49288275497232;-19,08644082930745;-19,03729268229373;-18,91562110036775;-19,31178826132082;-19,28946872350092;-19,80037978916236;-20,30232272365943;-20,40627551046879;-20,76245577817389;-20,79102613578539;-21,05835352033206;-20,83383617401565;-21,04700314764742;-21,19910103904548;-21,68422450837157;-21,95162068081758;-22,2184510664425;-22,36816019856315;-22,43219907889248;-22,64818628257323;-22,77183423246907;-22,96348347126823;-17,55901188004263
188000000,0;-25,4128446118738;-24,18560493403846;-21,5305586507681;-19,92236775677408;-18,48504444592101;-18,01953458593669;-17,9287699107276;-18,23404983355557;-18,7911873700022;-19,58635339795195;-20,05688532087439;-20,11823496329121;-20,08652946239532;-19,73334600233963;-19,34322280555722;-19,20606368841818;-19,17929407220768;-19,24494238049543;-19,49873837292943;-19,8809939892546;-19,9300519771069;-20,52329895166786;-20,50641100435671;-20,66220195769045;-20,53702898321965;-20,82440777104025;-20,97615656065628;-21,33446641037547;-22,27971921715628;-21,60049059907585;-22,49781510978683;-22,44857944988164;-22,78664468012674;-22,84971090315442;-23,56219757592124;-22,82538161544213;-17,9287699107276
190000000,0;-26,00402567299769;-24,25595883073582;-21,64511479324912;-19,93188035218343;-18,56041093684052;-18,17541239366807;-18,20576569346074;-18,37359250053757;-19,05756595925298;-19,91274277366385;-20,62749148523447;-20,06955028931001;-20,07366972526296;-19,86800423287954;-19,35596860623529;-18,96739981729169;-19,32968193881048;-18,7103017706101;-19,4301399224507;-19,75779778288802;-20,06263150902342;-21,03630804277866;-20,84925840753595;-20,74288295659414;-20,63466734437579;-21,53524883307808;-20,95973822344651;-21,4985298482952;-21,81938620971205;-21,92072218083;-22,99531493344399;-23,07530872968703;-22,02049215027127;-22,83211462676813;-23,57210298044073;-24,13013836230466;-18,17541239366807
192000000,0;-26,40846262601188;-24,00585378013115;-21,53681763049716;-19,54560779415235;-18,44102570065293;-18,0203423949393;-18,0571716343048;-18,56509079074346;-19,19722110951518;-20,02300770422384;-20,28389169575003;-20,24165013100732;-19,89537807388657;-19,43733872519842;-18,93725539449451;-18,83381099635067;-18,95619917205173;-19,29040450880316;-19,35246155424433;-19,60059255119877;-20,26331528993793;-20,2192142707414;-20,64253789445832;-20,84045624027268;-20,50246967774921;-21,24446721959076;-20,74125645549366;-21,11139226208406;-21,66888274887842;-22,04432625053533;-22,2587520031026;-22,699521215239;-23,14231308395824;-22,9555391092234;-23,07726176273412;-23,10737542292631;-18,0203423949393
194000000,0;-26,4623933440563;-23,53398537725995;-21,30992930584428;-19,10996809885841;-18,35982007689065;-18,07247422362193;-18,15474246520126;-18,75095527285102;-19,32869063207466;-20,17487746572437;-20,25413260110675;-20,09072782854104;-19,68450145108373;-19,11661050422183;-18,65875425905035;-18,64852946671911;-18,82903911212309;-19,2061469553552;-19,11345024313719;-19,4372536161942;-19,93379241686038;-20,16814979013979;-20,48139721645299;-20,62397908539481;-20,48471626251762;-20,6949046373105;-20,93453012923769;-21,18284786187558;-21,58488838461151;-21,75389698252603;-22,26800737738242;-22,50818698884336;-22,81293816301787;-23,13056042513887;-23,26912072167089;-23,4904835432681;-18,07247422362193
196000000,0;-25,93052849418473;-23,1351885483694;-20,86086122258754;-19,03368358437105;-18,32278609176881;-18,15080875223781;-18,29401299804616;-18,76876274613565;-19,72389599290287;-20,21248842202699;-20,44205204756785;-20,07188060626751;-19,54245535663226;-19,01063958301295;-18,58839109732371;-18,65701696143102;-18,77462320953935;-18,96225328306184;-19,14219972028687;-19,31288384306613;-19,92464372799909;-19,91967615927926;-20,48835688018476;-20,65483303283102;-20,52331796086349;-20,78510790141234;-20,91230867131848;-21,18542269720431;-21,74956116586591;-21,74301847629178;-22,20066929657152;-22,76378700703643;-22,98705698578284;-23,19461042117987;-23,40965214078548;-23,52899837419227;-18,15080875223781
198000000,0;-25,96640524935297;-22,79213304721535;-20,60535597387334;-18,70166107120552;-18,28062200214874;-18,20906739722088;-18,4737255082303;-19,15042333299612;-19,86422704030842;-20,45093106243754;-20,44714452290567;-20,24446972241586;-19,52277523359685;-18,87082932902032;-18,6590713548468;-18,59585849455971;-18,81651384852912;-18,9026360363398;-19,13184157908464;-19,19890923414174;-19,90277885013479;-20,03174185966751;-20,59022434064056;-20,80506882589813;-20,7201283947635;-20,92749608796099;-21,3372802621464;-21,43408363289085;-21,88618532000418;-22,28397442807027;-22,4603533608855;-23,03588875508225;-23,14515349519837;-23,28479847943154;-23,47312731309257;-23,63293519974201;-18,20906739722088
200000000,0;-25,27743629359303;-22,39421442258017;-20,38341890809816;-18,80488301867538;-18,52382649368941;-18,52993590157731;-18,77178810822502;-19,4181914323957;-20,33060193684654;-20,86756417495057;-20,77742950946332;-20,24124691952951;-19,63355325339615;-19,02311576344338;-18,7803382337761;-18,85595724554278;-18,92468536817526;-19,17310140554851;-19,34806115644088;-19,3698041120375;-19,99401978805695;-20,18633302787148;-20,86525659957961;-20,91568581373971;-20,83124386570363;-21,09949888672645;-21,34155077809084;-21,58285820294538;-22,19671736023355;-22,34206655914831;-22,91710989828684;-23,35558943351647;-23,69875445773455;-23,78405616411212;-23,98113551495818;-24,3369913701716;-18,52382649368941
0,0;0,77;0,86;0,95;1,04;1,13;1,22;1,31;1,4;1,49;1,58;1,67;1,76;1,85;1,94;2,03;2,12;2,21;2,3;2,39;2,48;2,57;2,66;2,75;2,84;2,93;3,02;3,11;3,2;3,29;3,38;3,47;3,56;3,65;3,74;3,83;3,92;3,92
